prompt,prompt_len,target
The following is a multiple choice question. Context: Sasha bought all of the camping trip supplies.| Question: What does Sasha need to do before this?| Option A: Buy the food| Option B: she brought along all the camping supplies| Option C: she will bring everything to set up camp. The correct answer is ,67,1
The following is a multiple choice question. Context: Aubrey went to the home improvement store to get paint for their room.| Question: How would you describe Aubrey?| Option A: Someone that went to get paint| Option B: Someone that bought paint| Option C: like a productive person. The correct answer is ,65,3
The following is a multiple choice question. Context: Jan rested her head against Kendall's forehead while they were on the bed.| Question: Why did Jan do this?| Option A: get her oils on Kendall's face| Option B: show affection| Option C: be weird. The correct answer is ,65,2
The following is a multiple choice question. Context: Lee has never been camping before but is planning a camping trip in a dangerous area. Jesse tells Lee many stories about camping teaching Lee about details of camping.| Question: Why did Jesse do this?| Option A: help Lee avoid being hurt| Option B: be rewarded| Option C: be thanked. The correct answer is ,77,1
The following is a multiple choice question. Context: Riley attained their ends as they were learning the new science.| Question: Why did Riley do this?| Option A: fail a calss| Option B: collect all important data| Option C: get good grades. The correct answer is ,60,3
The following is a multiple choice question. Context: Sydney sounded Casey's alarm in order for her to get a head start on the day.| Question: What will Casey want to do next?| Option A: sleep forever| Option B: wake up and get ready| Option C: laugh. The correct answer is ,66,2
The following is a multiple choice question. Context: Bailey told her friend that she was going to try her best.| Question: How would Bailey feel afterwards?| Option A: rude| Option B: ready| Option C: inconsiderate. The correct answer is ,55,2
The following is a multiple choice question. Context: Addison got up early and drove to Tracys.  After Tracy put their suitcase into the car Addison took Tracy to the airport.| Question: What will happen to Tracy?| Option A: not go on holiday| Option B: go on holiday| Option C: say goodbye to Tracy. The correct answer is ,74,2
The following is a multiple choice question. Context: Lee made pancakes for breakfast because they were sick of eating pop tarts.| Question: Why did Lee do this?| Option A: do something new| Option B: eat the same thing| Option C: needed to get out the ladle and spatula. The correct answer is ,66,1
The following is a multiple choice question. Context: Taylor got some friends together to watch a movie with them.| Question: What does Taylor need to do before this?| Option A: pick a movie| Option B: have a good evening| Option C: talk to their friends. The correct answer is ,63,1
The following is a multiple choice question. Context: Bailey saw a show and it inspired her to become a photographer.| Question: How did Bailey become inspired?| Option A: quit her job| Option B: become a painter| Option C: she saw a show. The correct answer is ,60,3
The following is a multiple choice question. Context: Kendall taught Alex's dog tricks while watching his dog last weekend.| Question: Why did Kendall do this?| Option A: teach other dogs tricks| Option B: wanted to surprise Alex| Option C: wanted to teach cats. The correct answer is ,63,2
The following is a multiple choice question. Context: Kendall opened all Quinn's presents on the christmas holiday.| Question: What will Quinn want to do next?| Option A: see what they are| Option B: take them back| Option C: wrap them. The correct answer is ,60,2
The following is a multiple choice question. Context: Remy read the resume and took casey on board his team.| Question: How would Remy feel afterwards?| Option A: bad about hiring casey| Option B: good about making a hiring decision| Option C: hungry after the interview. The correct answer is ,65,2
The following is a multiple choice question. Context: Kendall helped Casey fill out an application for a job she wanted.| Question: How would you describe Kendall?| Option A: uncaring| Option B: helpful| Option C: selfish. The correct answer is ,54,2
