prompt,prompt_len,target
"The girl counted the notes in a businesslike manner, secured them in her handbag, and rose. | The girl had counted the notes before burning them.",32,1
"By visiting and benchmarking model performance practices, leaders demonstrated to employees their personal commitment to making the changes needed for their offices or units to become high-performing organizations. | By visiting and benchmarking model performance, practices offices became low-performing organizations.",49,1
"The visitors are, indeed, using you, but you've permitted it. | The visitors never use anything.",24,1
"Clever man, Bauerstein.  | Bauerstein was as dumb as a brick. ",19,1
Somebody always talks!  | Nobody ever talks.,11,1
i do hate that feeling though it | I don't mind that feeling,16,1
"A veteran keeper lives on the premises, tending the beacon that is visible 65 km (40 miles) out to sea. | The beacon is looked after by a 60-year-old keeper.",45,0
"I saw in the catalog how the lengthy diamond necklaces with complex pendants were often made to be disassembled by the client, so she could have four bracelets, two brooches, and a shorter necklace whenever she got tired of the one big thing. | I saw that some necklaces could be broken down into separate pieces of jewelry.",65,0
"Some House Republicans, including DeLay, have fired back at Bush, accusing him of betraying them, meddling in their business, and distorting their ideas. | DeLay said Bush had been supportive and understanding.",43,1
Others had twisted in spasm until their backs had broken. | Their backs were gently massaged.,20,1
"But until this year, U.S. | Things were the same forever.",17,1
"I guess I oughtn't to have put you wise, but in the States we know a real smart lad when we see one. | I should have let you know and made you wiser.  ",42,1
"Saint-Martin, too, has opportunities for riders in a number of stables. | Saint-Martin has opportunities for riders with no experience at a number of stables.",34,0
It's those wicked detectives.  | The detectives are doing a very good job.,19,1
"8 million); the states with the fastest-growing prison populations (Texas, California, Louisiana, and Ohio); the likelihood (one in 20) that any given person will do prison time; and so on. | California and Louisiana are two states with the slowest growing prison populations.",59,1
"Therefore, we have proposed including that latter objective in the definition of performance audits, as discussed in chapter 2, and in the presentation of field work and reporting standards, in chapters 7 and 8, applicable to the various objectives of performance audits. | She proposed including the latter objective in the definition of performance audits.",66,0
"Shut the door, he commanded. | Keep the door open, he ordered.",17,1
Arriaga next to the tourism office. | Arriaga is located next to the super market.,20,1
"Casa de la Trova (Hernandez Echerra, 29), Casa de la Mesica (Calle Marquez), La Canchanchara (Calle Villena, 70), and Casa Fisher (Calle Lino Perez). | Casa de la Trova is owned by Hernandez Echerra's family and for decades they resided there.",70,0
"Of course this kind of demand-side thinking is extremely out of fashion. | Some people still do, but most don't use this demand-side thinking.",34,0
if they could. | They would. ,10,0
Edinburgh Zoo has a penguin parade every day during the summer. | Penguins can be seen at the Edinburgh Zoo in summer.,25,0
I ignored his attempts at conversation. | I spoke to him every chance I could get. ,20,1
"Today, the National Park Authority and the National Trust work with the Cumbria County Council and professional bodies like the Lake District Tourism and Conservation Partnership to formulate sensible plans for the future. | These plans include mapping more roads for tourists. ",47,0
"The state of Oaxaca is the fourth most common source of students for Oregon public schools, which suggests a growing trend of indigenous people moving here. | Oregon has banned all foreign children from going to school there.",42,1
"The Administrator is not required to allocate allowances under such sections to a unit for which the owner or operator fails to submit information in accordance with the regulations promulgated under this subparagraph. | The Administrator shouldn't allocate allowances under such sections, said the lawyer.",52,0
